pid,order,file_name,label,location,_date,month_str,year,type,notes,teams,game_info,player_info,inventoried
SB_News_Times_May_14_1917,147,SB_News_Times_May_14_1917.jpg,South Bend News Times,"South Bend, Indiana, US",14/05/1917,May,1917,JPG,,,,,n
SB_News_Times_May_14_1917,148,SB_News_Times_May_14_1917.jpg,South Bend News Times,"South Bend, Indiana, US",14/05/1917,May,1917,JPG,,,,,n
SB_News_Times_May_18_1917,149,SB_News_Times_May_18_1917.jpg,South Bend News Times,"South Bend, Indiana, US",18/05/1917,May,1917,JPG,,,,,n
SB_News_Times_May_18_1917,150,SB_News_Times_May_18_1917.jpg,South Bend News Times,"South Bend, Indiana, US",18/05/1917,May,1917,JPG,,,,,n
SB_News_Times_May_29_1914,151,SB_News_Times_May_29_1914.jpg,South Bend News Times,"South Bend, Indiana, US",29/05/1914,May,1914,JPG,,,,,n
SB_News_Times_May_29_1914,152,SB_News_Times_May_29_1914.jpg,South Bend News Times,"South Bend, Indiana, US",29/05/1914,May,1914,JPG,,,,,n
SB_News_Times_May_30_1920,153,SB_News_Times_May_30_1920.jpg,South Bend News Times,"South Bend, Indiana, US",30/05/1920,May,1920,JPG,,,,,n
SB_News_Times_May_30_1920,154,SB_News_Times_May_30_1920.jpg,South Bend News Times,"South Bend, Indiana, US",30/05/1920,May,1920,JPG,,,,,n
SB_News_Times_November_29_1913,155,SB_News_Times_November_29_1913.jpg,South Bend News Times,"South Bend, Indiana, US",29/11/1913,November,1913,JPG,,,,,n
SB_News_Times_November_29_1913,156,SB_News_Times_November_29_1913.jpg,South Bend News Times,"South Bend, Indiana, US",29/11/1913,November,1913,JPG,,,,,n
SB_News_Times_October_06_1913,157,SB_News_Times_October_06_1913.jpg,South Bend News Times,"South Bend, Indiana, US",06/10/1913,October,1913,JPG,,,,,n
SB_News_Times_October_06_1913,158,SB_News_Times_October_06_1913.jpg,South Bend News Times,"South Bend, Indiana, US",06/10/1913,October,1913,JPG,,,,,n
SB_News_Times_October_07_1918,159,SB_News_Times_October_07_1918.jpg,South Bend News Times,"South Bend, Indiana, US",07/10/1918,October,1918,JPG,,,,,n
SB_News_Times_October_07_1918,160,SB_News_Times_October_07_1918.jpg,South Bend News Times,"South Bend, Indiana, US",07/10/1918,October,1918,JPG,,,,,n
SB_News_Times_September_08_1921,161,SB_News_Times_September_08_1921.jpg,South Bend News Times,"South Bend, Indiana, US",08/09/1921,September,1921,JPG,,,,,n
SB_News_Times_September_08_1921,162,SB_News_Times_September_08_1921.jpg,South Bend News Times,"South Bend, Indiana, US",08/09/1921,September,1921,JPG,,,,,n
SB_News_Times_September_09_1915,163,SB_News_Times_September_09_1915.jpg,South Bend News Times,"South Bend, Indiana, US",09/09/1915,September,1915,JPG,Game played at Singer Park,"""Detroit Team"" and the ""Studebakers""",n,n,y
SB_News_Times_September_12_1919,164,SB_News_Times_September_12_1919.jpg,South Bend News Times,"South Bend, Indiana, US",12/09/1919,September,1919,JPG,,,,,n
SB_News_Times_September_12_1919,165,SB_News_Times_September_12_1919.jpg,South Bend News Times,"South Bend, Indiana, US",12/09/1919,September,1919,JPG,,,,,n
SB_News_Times_September_18_1919,166,SB_News_Times_September_18_1919.jpg,South Bend News Times,"South Bend, Indiana, US",18/09/1919,September,1919,JPG,,,,,n
SB_News_Times_September_18_1919,167,SB_News_Times_September_18_1919.jpg,South Bend News Times,"South Bend, Indiana, US",18/09/1919,September,1919,JPG,,,,,n
SB_News_Times_September_19_1916,168,SB_News_Times_September_19_1916.jpg,South Bend News Times,"South Bend, Indiana, US",19/09/1916,September,1916,JPG,,,,,n
SB_News_Times_September_19_1916,169,SB_News_Times_September_19_1916.jpg,South Bend News Times,"South Bend, Indiana, US",19/09/1916,September,1916,JPG,,,,,n
SB_News_Times_September_26_1927,170,SB_News_Times_September_26_1927.jpg,South Bend News Times,"South Bend, Indiana, US",26/09/1927,September,1927,JPG,,,,,n
SB_Tribune_April_11_1903_(1),171,SB_Tribune_April_11_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",11/04/1903,April,1903,JPG,,,,,n
SB_Tribune_April_11_1903,172,SB_Tribune_April_11_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",11/04/1903,April,1903,JPG,,,,,n
SB_Tribune_April_11_1910,173,SB_Tribune_April_11_1910.jpg,South Bend Tribune,"South Bend, Indiana, US",11/04/1910,April,1910,JPG,,,,,n
SB_Tribune_April_13_1903,174,SB_Tribune_April_13_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",13/04/1903,April,1903,JPG,,,,,n
SB_Tribune_April_13_1904,175,SB_Tribune_April_13_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",13/04/1904,April,1904,JPG,,,,,n
SB_Tribune_April_14_1902,176,SB_Tribune_April_14_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",14/04/1902,April,1902,JPG,"Mentions game played between Chicago American League team and ND collegiate team; also includes regional baseball scores (Iowa, Indiana, Michigan, Illinois); mentions Greens players going to Battle Creek, Tribune mentioning they're going to do more covering local baseball teams (request for teams to send info)","Notre Dame, Chicago American league team",n,y,y
SB_Tribune_April_14_1903,177,SB_Tribune_April_14_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",14/04/1903,April,1903,JPG,,,,,n
SB_Tribune_April_15_1902,178,SB_Tribune_April_15_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",15/04/1902,April,1902,JPG,"Mentions game played between Chicago American League team and ND collegiate team; also includes regional baseball scores (Iowa, Indiana, Michigan, Illinois); mentions Greens players going to Battle Creek, Tribune mentioning they're going to do more covering local baseball teams (request for teams to send info)","Notre Dame, Chicago American league team",y,y,y
SB_Tribune_April_15_1903,179,SB_Tribune_April_15_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",15/04/1903,April,1903,JPG,,,,,n
SB_Tribune_April_15_1904,180,SB_Tribune_April_15_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",15/04/1904,April,1904,JPG,"Discusses game played between ND collegiate team and South Bend local team, includes photo of Terre Haute team","Notre Dame, South Bend, Terre Haute",y,y,y
SB_Tribune_April_16_1902,181,SB_Tribune_April_16_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",16/04/1902,April,1902,JPG,"Mentions game played between Chicago American League team and ND collegiate team; also includes regional baseball scores (Iowa, Indiana, Michigan, Illinois); mentions Greens players going to Battle Creek, Tribune mentioning they're going to do more covering local baseball teams (request for teams to send info)","Notre Dame, Chicago American league team",y,y,y
SB_Tribune_April_16_1904,182,SB_Tribune_April_16_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",16/04/1904,April,1904,JPG,"Mentions game played between ND, South Bend local team, Grand Rapids team","Notre Dame, South Bend, Grand Rapids",y,y,y
SB_Tribune_April_21_1899,183,SB_Tribune_April_21_1899.jpg,South Bend Tribune,"South Bend, Indiana, US",21/04/1899,April,1899,JPG,"Discusses game played between ND collegiate team and South Bend local team, includes photo of Terre Haute team","Notre Dame, South Bend",y,y,y
SB_Tribune_April_22_1903,184,SB_Tribune_April_22_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",22/04/1903,April,1903,JPG,,"Notre Dame, Purdue, South Bend Greens",y,y,y
SB_Tribune_April_23_1903,185,SB_Tribune_April_23_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",23/04/1903,April,1903,JPG,,,,,n
SB_Tribune_April_24_1902,186,SB_Tribune_April_24_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",24/04/1902,April,1902,JPG,,,,,n
SB_Tribune_April_24_1903,187,SB_Tribune_April_24_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",24/04/1903,April,1903,JPG,,,,,n
SB_Tribune_April_25_1903_(1),188,SB_Tribune_April_25_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",25/04/1903,April,1903,JPG,,,,,n
SB_Tribune_April_25_1903,189,SB_Tribune_April_25_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",25/04/1903,April,1903,JPG,,,,,n
SB_Tribune_April_26_1902,190,SB_Tribune_April_26_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",26/04/1902,April,1902,JPG,,,,,n
SB_Tribune_April_27_1903_(1),191,SB_Tribune_April_27_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",27/04/1903,April,1903,JPG,,,,,n
SB_Tribune_April_27_1903,192,SB_Tribune_April_27_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",27/04/1903,April,1903,JPG,,,,,n
SB_Tribune_April_28_1902,193,SB_Tribune_April_28_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",28/04/1902,April,1902,JPG,,,,,n
SB_Tribune_April_28_1903,194,SB_Tribune_April_28_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",28/04/1903,April,1903,JPG,,,,,n
SB_Tribune_April_29_1899,195,SB_Tribune_April_29_1899.jpg,South Bend Tribune,"South Bend, Indiana, US",29/04/1899,April,1899,JPG,,,,,n
SB_Tribune_April_29_1903,196,SB_Tribune_April_29_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",29/04/1903,April,1903,JPG,,,,,n
SB_Tribune_April_3_1903,197,SB_Tribune_April_3_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",03/04/1903,April,1903,JPG,Mentions Saturday meeting for Christian Association members interested in baseball team,YMCA team,n,n,y
SB_Tribune_April_3_1903,198,SB_Tribune_April_3_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",03/04/1903,April,1903,JPG,,,,,n
SB_Tribune_April_4_1902,199,SB_Tribune_April_4_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",04/04/1902,April,1902,JPG,,,,,n
SB_Tribune_April_4_1903,200,SB_Tribune_April_4_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",04/04/1903,April,1903,JPG,Mentions game between Chapin Parks and ND Minims (score 22-21),"Chapin Parks of South Bend, Notre Dame Minims",y,n,y
SB_Tribune_April_4_1903,201,SB_Tribune_April_4_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",04/04/1903,April,1903,JPG,,"Central League, Toledo, South Bend Greens ",n,y,y
SB_Tribune_April_4_1903,202,SB_Tribune_April_4_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",04/04/1903,April,1903,JPG,,,,,n
SB_Tribune_April_7_1902,203,SB_Tribune_April_7_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",07/04/1902,April,1902,JPG,"Discusses game played between ND collegiate team and ""South Bend Hubs"" (which included players from Greens and other local players); ND won 23-4","Notre Dame, South Bend Hubs, Greens",y,y,y
SB_Tribune_April_7_1902,204,SB_Tribune_April_7_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",07/04/1902,April,1902,JPG,,,,,n
SB_Tribune_April_7_1911,205,SB_Tribune_April_7_1911.jpg,South Bend Tribune,"South Bend, Indiana, US",07/04/1911,April,1911,JPG,,,,,n
SB_Tribune_April_9_1904,206,SB_Tribune_April_9_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",09/04/1904,April,1904,JPG,,,,,n
SB_Tribune_April_9_1992,207,SB_Tribune_April_9_1992.jpg,South Bend Tribune,"South Bend, Indiana, US",09/04/1992,April,1992,JPG,,,,,n
SB_Tribune_August_1_1903,208,SB_Tribune_August_1_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",01/08/1903,August,1903,JPG,,,,,n
SB_Tribune_August_10_1903_(1),209,SB_Tribune_August_10_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",10/08/1903,August,1903,JPG,,,,,n
SB_Tribune_August_10_1903_(2),210,SB_Tribune_August_10_1903_(2).jpg,South Bend Tribune,"South Bend, Indiana, US",10/08/1903,August,1903,JPG,,,,,n
SB_Tribune_August_10_1903,211,SB_Tribune_August_10_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",10/08/1903,August,1903,JPG,,,,,n
SB_Tribune_August_12_1902,212,SB_Tribune_August_12_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",12/08/1902,August,1902,JPG,,,,,n
SB_Tribune_August_12_1903_3,213,SB_Tribune_August_12_1903_3.jpg,South Bend Tribune,"South Bend, Indiana, US",12/08/1903,August,1903,JPG,Pg. 3,,,,n
SB_Tribune_August_12_1903_7,214,SB_Tribune_August_12_1903_7.jpg,South Bend Tribune,"South Bend, Indiana, US",12/08/1903,August,1903,JPG,Pg. 7,,,,n
SB_Tribune_August_13_1903,215,SB_Tribune_August_13_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",13/08/1903,August,1903,JPG,,,,,n
SB_Tribune_August_13_1904,216,SB_Tribune_August_13_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",13/08/1904,August,1904,JPG,,,,,n
SB_Tribune_August_14_1902,217,SB_Tribune_August_14_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",14/08/1902,August,1902,JPG,,,,,n
SB_Tribune_August_14_1903,218,SB_Tribune_August_14_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",14/08/1903,August,1903,JPG,,,,,n
SB_Tribune_August_14_1919,219,SB_Tribune_August_14_1919.jpg,South Bend Tribune,"South Bend, Indiana, US",14/08/1919,August,1919,JPG,,,,,n
SB_Tribune_August_17_1904,220,SB_Tribune_August_17_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",17/08/1904,August,1904,JPG,,,,,n
SB_Tribune_August_17_1940,221,SB_Tribune_August_17_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",17/08/1940,August,1940,JPG,,,,,n
SB_Tribune_August_18_1904,222,SB_Tribune_August_18_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",18/08/1904,August,1904,JPG,,,,,n
SB_Tribune_August_2_1902,223,SB_Tribune_August_2_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",02/08/1902,August,1902,JPG,,,,,n
SB_Tribune_August_21_1902,224,SB_Tribune_August_21_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",21/08/1902,August,1902,JPG,,,,,n
SB_Tribune_August_23_1902,225,SB_Tribune_August_23_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",23/08/1902,August,1902,JPG,,,,,n
SB_Tribune_August_24_1903,226,SB_Tribune_August_24_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",24/08/1903,August,1903,JPG,,,,,n
SB_Tribune_August_26_1902,227,SB_Tribune_August_26_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",26/08/1902,August,1902,JPG,,,,,n
SB_Tribune_August_27_1898,228,SB_Tribune_August_27_1898.jpg,South Bend Tribune,"South Bend, Indiana, US",27/08/1898,August,1898,JPG,,,,,n
SB_Tribune_August_29_1903,229,SB_Tribune_August_29_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",29/08/1903,August,1903,JPG,,,,,n
SB_Tribune_August_31_1903_(1),230,SB_Tribune_August_31_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",31/08/1903,August,1903,JPG,,,,,n
SB_Tribune_August_31_1903,231,SB_Tribune_August_31_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",31/08/1903,August,1903,JPG,,,,,n
SB_Tribune_August_5_1901_3,232,SB_Tribune_August_5_1901_3.jpg,South Bend Tribune,"South Bend, Indiana, US",05/08/1901,August,1901,JPG,Pg. 3,,,,n
SB_Tribune_August_5_1901_5,233,SB_Tribune_August_5_1901_5.jpg,South Bend Tribune,"South Bend, Indiana, US",05/08/1901,August,1901,JPG,Pg. 5,,,,n
SB_Tribune_August_5_1902,234,SB_Tribune_August_5_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",05/08/1902,August,1902,JPG,,,,,n
SB_Tribune_August_5_1903,235,SB_Tribune_August_5_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",05/08/1903,August,1903,JPG,,,,,n
SB_Tribune_August_6_1903,236,SB_Tribune_August_6_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",06/08/1903,August,1903,JPG,,,,,n
SB_Tribune_August_7_1902,237,SB_Tribune_August_7_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",07/08/1902,August,1902,JPG,,,,,n
SB_Tribune_August_7_1903,238,SB_Tribune_August_7_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",07/08/1903,August,1903,JPG,,,,,n
SB_Tribune_August_7_1922,239,SB_Tribune_August_7_1922.jpg,South Bend Tribune,"South Bend, Indiana, US",07/08/1922,August,1922,JPG,,,,,n
SB_Tribune_August_8_1902,240,SB_Tribune_August_8_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",08/08/1902,August,1902,JPG,,,,,n
SB_Tribune_August_8_1903_(2),241,SB_Tribune_August_8_1903_(2).jpg,South Bend Tribune,"South Bend, Indiana, US",08/08/1903,August,1903,JPG,,,,,n
SB_Tribune_August_8_1903,242,SB_Tribune_August_8_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",08/08/1903,August,1903,JPG,,,,,n
SB_Tribune_August_9_1902,243,SB_Tribune_August_9_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",09/08/1902,August,1902,JPG,,,,,n
SB_Tribune_December_10_1900_3,244,SB_Tribune_December_10_1900_3.jpg,South Bend Tribune,"South Bend, Indiana, US",10/12/1900,December,1900,JPG,Pg. 3,,,,n
SB_Tribune_December_10_1900_3,245,SB_Tribune_December_10_1900_3.jpg,South Bend Tribune,"South Bend, Indiana, US",10/12/1900,December,1900,JPG,Pg. 3,,,,n
SB_Tribune_December_10_1900_5,246,SB_Tribune_December_10_1900_5.jpg,South Bend Tribune,"South Bend, Indiana, US",10/12/1900,December,1900,JPG,Pg. 5,,,,n
SB_Tribune_December_10_1900_5,247,SB_Tribune_December_10_1900_5.jpg,South Bend Tribune,"South Bend, Indiana, US",10/12/1900,December,1900,JPG,Pg. 5,,,,n
SB_Tribune_December_14_1903,248,SB_Tribune_December_14_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",14/12/1903,December,1903,JPG,,,,,n
SB_Tribune_December_19_1904,249,SB_Tribune_December_19_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",19/12/1904,December,1904,JPG,,,,,n
SB_Tribune_December_22_1903,250,SB_Tribune_December_22_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",22/12/1903,December,1903,JPG,,,,,n
SB_Tribune_December_26_1903,251,SB_Tribune_December_26_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",26/12/1903,December,1903,JPG,,,,,n
SB_Tribune_December_26_1904,252,SB_Tribune_December_26_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",26/12/1904,December,1904,JPG,,,,,n
SB_Tribune_December_27_1904,253,SB_Tribune_December_27_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",27/12/1904,December,1904,JPG,,,,,n
SB_Tribune_December_28_1903,254,SB_Tribune_December_28_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",28/12/1903,December,1903,JPG,,,,,n
SB_Tribune_December_29_1902,255,SB_Tribune_December_29_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",29/12/1902,December,1902,JPG,,,,,n
SB_Tribune_December_30_1902,256,SB_Tribune_December_30_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",30/12/1902,December,1902,JPG,,,,,n
SB_Tribune_December_30_1903,257,SB_Tribune_December_30_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",30/12/1903,December,1903,JPG,,,,,n
SB_Tribune_December_6_1901,258,SB_Tribune_December_6_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",06/12/1901,December,1901,JPG,,,,,n
SB_Tribune_December_6_1918,259,SB_Tribune_December_6_1918.jpg,South Bend Tribune,"South Bend, Indiana, US",06/12/1918,December,1918,JPG,,Studebaker Indoor league,n,u,y
SB_Tribune_December_8_1887,260,SB_Tribune_December_8_1887.jpg,South Bend Tribune,"South Bend, Indiana, US",08/12/1887,December,1887,JPG,,,,,n
SB_Tribune_December_8_1904,261,SB_Tribune_December_8_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",08/12/1904,December,1904,JPG,,,,,n
SB_Tribune_December_8_1909,262,SB_Tribune_December_8_1909.jpg,South Bend Tribune,"South Bend, Indiana, US",08/12/1909,December,1909,JPG,,,,,n
SB_Tribune_February_1_1908,263,SB_Tribune_February_1_1908.jpg,South Bend Tribune,"South Bend, Indiana, US",01/02/1908,February,1908,JPG,,,,,n
SB_Tribune_February_10_1902,264,SB_Tribune_February_10_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",10/02/1902,February,1902,JPG,,,,,n
SB_Tribune_February_10_1903,265,SB_Tribune_February_10_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",10/02/1903,February,1903,JPG,,,,,n
SB_Tribune_February_12_1902,266,SB_Tribune_February_12_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",12/02/1902,February,1902,JPG,,,,,n
SB_Tribune_February_13_1903,267,SB_Tribune_February_13_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",13/02/1903,February,1903,JPG,,,,,n
SB_Tribune_February_13_1904,268,SB_Tribune_February_13_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",13/02/1904,February,1904,JPG,,,,,n
SB_Tribune_February_2_1903,269,SB_Tribune_February_2_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",02/02/1903,February,1903,JPG,,,,,n
SB_Tribune_February_20_1903,270,SB_Tribune_February_20_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",20/02/1903,February,1903,JPG,,,,,n
SB_Tribune_February_21_1903,271,SB_Tribune_February_21_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",21/02/1903,February,1903,JPG,,,,,n
SB_Tribune_February_3_1903,272,SB_Tribune_February_3_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",03/02/1903,February,1903,JPG,,,,,n
SB_Tribune_February_5_1903,273,SB_Tribune_February_5_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",05/02/1903,February,1903,JPG,,,,,n
SB_Tribune_February_6_1900,274,SB_Tribune_February_6_1900.jpg,South Bend Tribune,"South Bend, Indiana, US",06/02/1900,February,1900,JPG,,,,,n
SB_Tribune_February_7_1903_(1),275,SB_Tribune_February_7_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",07/02/1903,February,1903,JPG,,,,,n
SB_Tribune_February_7_1903,276,SB_Tribune_February_7_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",07/02/1903,February,1903,JPG,,,,,n
SB_Tribune_February_9_1903_3,277,SB_Tribune_February_9_1903_3.jpg,South Bend Tribune,"South Bend, Indiana, US",09/02/1903,February,1903,JPG,Pg. 3,,,,n
SB_Tribune_February_9_1903_3,278,SB_Tribune_February_9_1903_3.jpg,South Bend Tribune,"South Bend, Indiana, US",09/02/1903,February,1903,JPG,Pg. 3,,,,n
SB_Tribune_February_9_1903_front,279,SB_Tribune_February_9_1903_front.jpg,South Bend Tribune,"South Bend, Indiana, US",09/02/1903,February,1903,JPG,Front,,,,n
SB_Tribune_February_9_1903_front,280,SB_Tribune_February_9_1903_front.jpg,South Bend Tribune,"South Bend, Indiana, US",09/02/1903,February,1903,JPG,Front,,,,n
SB_Tribune_January_1_1903_(1),281,SB_Tribune_January_1_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",01/01/1903,January,1903,JPG,,,,,n
SB_Tribune_January_1_1903,282,SB_Tribune_January_1_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",01/01/1903,January,1903,JPG,,,,,n
SB_Tribune_January_1_1904_(1),283,SB_Tribune_January_1_1904_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",01/01/1904,January,1904,JPG,,,,,n
SB_Tribune_January_1_1904,284,SB_Tribune_January_1_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",01/01/1904,January,1904,JPG,,,,,n
SB_Tribune_January_11_1904,285,SB_Tribune_January_11_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",11/01/1904,January,1904,JPG,,,,,n
SB_Tribune_January_11_1905,286,SB_Tribune_January_11_1905.jpg,South Bend Tribune,"South Bend, Indiana, US",11/01/1905,January,1905,JPG,,,,,n
SB_Tribune_January_12_1903,287,SB_Tribune_January_12_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",12/01/1903,January,1903,JPG,,,,,n
SB_Tribune_January_12_1904,288,SB_Tribune_January_12_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",12/01/1904,January,1904,JPG,,,,,n
SB_Tribune_January_13_1904,289,SB_Tribune_January_13_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",13/01/1904,January,1904,JPG,,,,,n
SB_Tribune_January_16_1903,290,SB_Tribune_January_16_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",16/01/1903,January,1903,JPG,,,,,n
SB_Tribune_January_16_1904,291,SB_Tribune_January_16_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",16/01/1904,January,1904,JPG,,,,,n
SB_Tribune_January_17_1903,292,SB_Tribune_January_17_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",17/01/1903,January,1903,JPG,,,,,n
SB_Tribune_January_25_1904,293,SB_Tribune_January_25_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",25/01/1904,January,1904,JPG,,,,,n
SB_Tribune_January_27_1903,294,SB_Tribune_January_27_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",27/01/1903,January,1903,JPG,,,,,n
SB_Tribune_January_27_1904,295,SB_Tribune_January_27_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",27/01/1904,January,1904,JPG,,,,,n
SB_Tribune_January_27_1910_(1),296,SB_Tribune_January_27_1910_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",27/01/1910,January,1910,JPG,,,,,n
SB_Tribune_January_27_1910,297,SB_Tribune_January_27_1910.jpg,South Bend Tribune,"South Bend, Indiana, US",27/01/1910,January,1910,JPG,,,,,n
